account_id,class_label,campaign_id,generator_id,generator_family,prompt_family,topic,transformation_id,temperature,n_posts,ppl_mean,ppl_var,burstiness,commercial_policy_framing,convergence
qwen_3_6_35b_professional_10,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,grassroots_persona,advertising and promotion rules for vaping products,none,0.35,8,56.635544487711215,228.4029800816287,0.34468782487607025,0.13977727816874796,0.8447417616844177
qwen_3_6_35b_professional_11,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,retail licensing for nicotine product sellers,none,0.95,8,57.212718902194496,63.35924451785132,0.5617878881605736,0.06385152321473075,0.7503937482833862
seed_2_mini_coordinated_00,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,116.46657155891884,5083.205595002855,0.7070117591097649,0.016323353137377525,0.5654608011245728
seed_2_mini_coordinated_01,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,grassroots_persona,taxation of alternative nicotine products,llm_paraphrase,0.95,8,241.41739050996688,20113.63129905362,0.4442712805165745,0.0,0.5794458985328674
seed_2_mini_coordinated_02,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,indirect_policy_discussion,advertising and promotion rules for vaping products,noise_insertion,0.35,8,70.25102013850633,1280.9808746779104,0.20768686858142957,0.002717391304347826,0.5608614087104797
seed_2_mini_coordinated_03,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,direct_talking_points,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,126.30851647322208,2312.0938469371968,0.5390742724486381,0.0029069767441860465,0.6453946232795715
seed_2_mini_coordinated_04,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,57.26973741654188,220.79729508295188,0.3377538083245762,0.006191724941724942,0.6674025654792786
seed_2_mini_coordinated_05,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,indirect_policy_discussion,use of vaping products in public places,llm_paraphrase,0.95,8,245.3694911061105,21482.702738537573,0.2665664071062621,0.004807692307692308,0.3534533381462097
seed_2_mini_coordinated_06,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,direct_talking_points,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,105.83176620945999,1601.5943040002253,0.24529645152628707,0.013805346700083541,0.5330116152763367
seed_2_mini_coordinated_07,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,grassroots_persona,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,66.52752118989403,801.5755109342256,0.4479498138482408,0.0,0.6098605394363403
seed_2_mini_coordinated_08,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,60.376777419179064,334.54879813540526,0.3955755300824358,0.0,0.5223792195320129
seed_2_mini_coordinated_09,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,direct_talking_points,taxation of alternative nicotine products,llm_paraphrase,0.95,8,231.20124203861104,17055.558568247518,0.24111267998914457,0.003048780487804878,0.4853054881095886
seed_2_mini_coordinated_10,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,grassroots_persona,advertising and promotion rules for vaping products,noise_insertion,0.35,8,132.98805478184673,5868.984399181632,0.4858749230522006,0.0057561486132914706,0.5718239545822144
seed_2_mini_coordinated_11,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,indirect_policy_discussion,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,87.75977901091032,1351.3807453929119,0.4762773754948943,0.0,0.5026777982711792
seed_2_mini_coordinated_12,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,direct_talking_points,enforcement of youth access laws for vaping products,none,0.35,8,86.82456394462471,438.94591784659474,0.3309140858763872,0.008272946859903383,0.6513137221336365
seed_2_mini_coordinated_13,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,grassroots_persona,use of vaping products in public places,llm_paraphrase,0.95,8,335.6896274313261,27620.166457166364,0.4285684561790093,0.0,0.5474827289581299
seed_2_mini_coordinated_14,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,indirect_policy_discussion,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,106.89320094078627,3617.4846719635084,0.3585233729721473,0.0059829059829059825,0.5044033527374268
seed_2_mini_coordinated_15,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,direct_talking_points,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,66.58830448395366,412.28951116567947,0.41784055140612264,0.004861111111111111,0.5418630242347717
seed_2_mini_coordinated_16,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,grassroots_persona,flavour restrictions for nicotine vaping products,none,0.35,8,67.02785383874675,636.1459099908416,0.3432422808458277,0.012088970203466002,0.6033211350440979
seed_2_mini_coordinated_17,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,indirect_policy_discussion,taxation of alternative nicotine products,llm_paraphrase,0.95,8,301.67177915502873,58805.51621266671,0.35927932399883694,0.003125,0.42750659584999084
seed_2_mini_coordinated_18,coordinated_synthetic,seed_2_mini_camp0,seed_2_mini,bytedance_seed,direct_talking_points,advertising and promotion rules for vaping products,noise_insertion,0.35,8,169.56629094886776,5183.454413005452,0.3529865459220699,0.006860902255639097,0.5504650473594666
seed_2_mini_coordinated_19,coordinated_synthetic,seed_2_mini_camp1,seed_2_mini,bytedance_seed,grassroots_persona,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,72.62634967943312,345.6748186635534,0.35169041460952755,0.003125,0.5338175892829895
seed_2_mini_organic_00,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,71.56810940676326,577.3198591824005,0.45724461717691234,0.0,0.655832827091217
seed_2_mini_organic_01,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,grassroots_persona,taxation of alternative nicotine products,llm_paraphrase,0.95,8,116.87260826440865,1398.7669202396553,0.5147948854686527,0.0,0.5982556939125061
seed_2_mini_organic_02,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,indirect_policy_discussion,advertising and promotion rules for vaping products,noise_insertion,0.35,8,127.73508484277613,5216.248318348784,0.4370728489327037,0.0,0.6187524795532227
seed_2_mini_organic_03,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,direct_talking_points,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,109.82229613375608,1344.9792732954238,0.36182828453755334,0.0,0.6387811899185181
seed_2_mini_organic_04,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,79.60728769006374,691.2327077965824,0.38980077247413336,0.0,0.44388487935066223
seed_2_mini_organic_05,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,indirect_policy_discussion,use of vaping products in public places,llm_paraphrase,0.95,8,246.8522701993216,10722.435036144605,0.7116337466751922,0.0,0.566071093082428
seed_2_mini_organic_06,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,direct_talking_points,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,221.27619458589837,20731.21078345558,0.42176296184031364,0.0,0.4628370404243469
seed_2_mini_organic_07,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,grassroots_persona,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,92.6060544061827,1210.5617889164832,0.5592126850454053,0.0,0.5327197909355164
seed_2_mini_organic_08,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,111.01901717994335,1641.116783540559,0.4427846494222376,0.0,0.6531904935836792
seed_2_mini_organic_09,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,direct_talking_points,taxation of alternative nicotine products,llm_paraphrase,0.95,8,365.446169558694,72307.07494864681,0.38666778855307465,0.0,0.6064066290855408
seed_2_mini_organic_10,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,grassroots_persona,advertising and promotion rules for vaping products,noise_insertion,0.35,8,132.9618391048396,654.4476146899553,0.4916300863219598,0.0,0.5736159086227417
seed_2_mini_organic_11,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,indirect_policy_discussion,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,99.29098005511693,2130.513682781067,0.5195000437717191,0.0,0.5699664354324341
seed_2_mini_organic_12,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,direct_talking_points,enforcement of youth access laws for vaping products,none,0.35,8,96.63554960726569,772.9294028407365,0.4352821535993841,0.0,0.5710406303405762
seed_2_mini_organic_13,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,grassroots_persona,use of vaping products in public places,llm_paraphrase,0.95,8,437.4252745776305,82913.91536709126,0.42692911629846975,0.0,0.47282713651657104
seed_2_mini_organic_14,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,indirect_policy_discussion,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,165.32648862018027,8534.642835390157,0.4639389009042193,0.0,0.45999857783317566
seed_2_mini_organic_15,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,direct_talking_points,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,96.34442421165213,814.9089105599274,0.5357072414301585,0.0,0.6264082789421082
seed_2_mini_organic_16,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,grassroots_persona,flavour restrictions for nicotine vaping products,none,0.35,8,77.25887949293809,374.2571397269094,0.4509814795470301,0.0,0.6527504920959473
seed_2_mini_organic_17,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,indirect_policy_discussion,taxation of alternative nicotine products,llm_paraphrase,0.95,8,174.66479751212955,3362.8489749480823,0.5495482208670974,0.005,0.5348087549209595
seed_2_mini_organic_18,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,direct_talking_points,advertising and promotion rules for vaping products,noise_insertion,0.35,8,110.87227157485225,2234.1249354823726,0.34793931331905714,0.0,0.5927862524986267
seed_2_mini_organic_19,simulated_human_control,seed_2_mini_control_organic,seed_2_mini,bytedance_seed,grassroots_persona,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,113.47270878210485,980.2229543827458,0.4585633803868073,0.0,0.5062035322189331
seed_2_mini_professional_00,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,81.27216678115701,1539.039615534114,0.15521856172387627,0.058362026807148755,0.7911852598190308
seed_2_mini_professional_01,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,grassroots_persona,taxation of alternative nicotine products,none,0.95,8,123.11973360814741,2649.094784031319,0.6640241186186052,0.05793921039484075,0.7607064843177795
seed_2_mini_professional_02,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,indirect_policy_discussion,advertising and promotion rules for vaping products,none,0.35,8,108.16251537555634,2400.913283415906,0.4355648005770555,0.08772475021289063,0.7150121331214905
seed_2_mini_professional_03,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,direct_talking_points,retail licensing for nicotine product sellers,none,0.95,8,133.15169425198863,1787.1098877299914,0.7554102983100421,0.06496305914910566,0.8324089050292969
seed_2_mini_professional_04,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,106.088711505901,1943.9943963872818,0.23074253571249392,0.06254290662634535,0.7473600506782532
seed_2_mini_professional_05,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,indirect_policy_discussion,use of vaping products in public places,none,0.95,8,73.38770453916536,227.6119574175654,0.18496716441746439,0.08777343918539932,0.7777788043022156
seed_2_mini_professional_06,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,direct_talking_points,product safety and manufacturing standards for vaping devices,none,0.35,8,99.51565878236627,3661.2546529009373,0.159998174357713,0.08851477793912857,0.681501567363739
seed_2_mini_professional_07,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,grassroots_persona,the role of vaping products in smoking cessation services,none,0.95,8,73.40397410102702,772.7410305044557,0.24364895760925914,0.08690477345567688,0.7843669056892395
seed_2_mini_professional_08,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,98.59768941236109,3216.7625856024833,0.22696735540558366,0.06806538641758961,0.6740300059318542
seed_2_mini_professional_09,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,direct_talking_points,taxation of alternative nicotine products,none,0.95,8,81.46804044878252,606.4375447116763,0.16273289298674007,0.08131050024432376,0.7746111154556274
seed_2_mini_professional_10,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,grassroots_persona,advertising and promotion rules for vaping products,none,0.35,8,130.82030731013177,2555.717046940649,0.18839108448345862,0.07779560555723346,0.7945215106010437
seed_2_mini_professional_11,simulated_human_control,seed_2_mini_control_professional,seed_2_mini,bytedance_seed,indirect_policy_discussion,retail licensing for nicotine product sellers,none,0.95,8,104.40171058870122,1399.6153407371908,0.6911866800023164,0.09002506090920726,0.7722035646438599
